Label	Type	Frame	Begin	End	Mutation	Gene	Product	Score	OG_id	COGclassID	ClassDescription	COGprocess
ICUT1P7001_v1_4640017	CDS	3	2575113	2577776	no		putative Assimilatory sulfite reductase (NADPH)	1737.6	07EER	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_4640018	CDS	1	2577871	2578650	no		conserved membrane protein of unknown function	508.4	07ZBR	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4640019	CDS	-2	2578668	2579129	no		conserved protein of unknown function	311.6	07FPU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4660002	CDS	3	2581089	2581595	no		conserved membrane protein of unknown function	72.4	06A5Y	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4660003	CDS	-1	2581654	2582511	no		LysR family transcriptional regulator	571.6	08MP6	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4660004	CDS	-3	2582672	2582908	no		conserved protein of unknown function	153.7	COG3205	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4660005	CDS	2	2583407	2584840	no	leuC	3-isopropylmalate dehydratase subunit LeuC	956.4	05CQI	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_4660006	CDS	2	2584862	2585512	no	leuD	3-isopropylmalate dehydratase subunit LeuD	444.9	05MQS	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_4660008	CDS	3	2586210	2587289	no	leuB	3-isopropylmalate dehydrogenase	701	05C0C	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_4660011	CDS	-3	2588420	2588641	no	infA	translation initiation factor IF-1	149.8	05K9U	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4660013	CDS	1	2588872	2589879	no		AraC family transcriptional regulator	665.6	8-Mar	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4660014	CDS	-3	2589935	2590732	no	truA	tRNA pseudouridine(38-40) synthase	550.1	05DI7	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4660015	CDS	-3	2590745	2591713	no		L-asparaginase	642.9	05HDK	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_4660018	CDS	-3	2594645	2595763	no	asd	aspartate-semialdehyde dehydrogenase	751.9	05CM3	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_4660019	CDS	1	2595949	2597058	no		Endonuclease	736.1	05CU8	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4660020	CDS	-3	2597348	2598430	no	lpxL	Lipid A biosynthesis lauroyltransferase	649.4	05D1S	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4660021	CDS	-2	2598540	2600435	no	uup	ATP-binding protein with possible role in replication	1201.8	05C5H	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4660022	CDS	2	2600471	2600716	no		SlyX protein	157.1	069P5	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4660025	CDS	2	2602442	2605084	no	topA	DNA topoisomerase 1	1758.8	05C73	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4660026	CDS	2	2605181	2605726	no		"Hydrolase, NUDIX family"	287.3	0633C	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4680001	CDS	3	2607294	2608469	no	tra	transposase	777.7	04RAJ	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4700001	CDS	-3	2610365	2611249	no		protein of unknown function	270.8	07UVU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4700002	CDS	-2	2611335	2612507	no	fadA	3-ketoacyl-CoA thiolase	757.3	05CHU	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_4700003	CDS	-2	2612520	2614673	no	fadB	"dodecenoyl-CoA delta-isomerase, enoyl-CoA hydratase, 3-hydroxybutyryl-CoA epimerase, 3-hydroxyacyl-CoA dehydrogenase"	1407.1	05DYT	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_4700004	CDS	3	2615154	2616068	no		Fe(2+)/alpha-ketoglutarate-dependent dioxygenase LpxO	623.6	08K6C	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4700006	CDS	2	2616287	2616694	no		conserved protein of unknown function	105.9	05XPY	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4700007	CDS	2	2616851	2617195	no		conserved protein of unknown function	232.6	05VHZ	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4700008	CDS	1	2617357	2619156	no	uvrC	excision nuclease subunit C	1188.3	05CII	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4700009	CDS	3	2619270	2620064	no		Acyl-CoA thioesterase	545	08STM	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_4700010	CDS	1	2620171	2620758	no	pgsA	phosphatidylglycerophosphate synthase	366.3	05BZQ	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_4700011	CDS	-2	2620809	2622611	no		ABC transporter ATP-binding protein	1110.9	0XNMX	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4700012	CDS	2	2622740	2623372	no		Fe2OG dioxygenase domain-containing protein	427.6	08Z6R	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4700013	CDS	-3	2623379	2624149	no		Transcriptional regulator	498	05TF3	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4700014	CDS	2	2624564	2626678	no		Fusaric acid resistance protein conserved region	1320.8	05DSW	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4700016	CDS	1	2626924	2627931	no	yibH	Fusaric acid resistance protein FusE	634.4	05Y49	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4700017	CDS	-1	2628055	2628498	no	yqgF	ribonuclease H-like domain containing nuclease	300.1	07Y66	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4700018	CDS	-3	2628491	2629045	no		conserved protein of unknown function	392.9	08UJU	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4700019	CDS	-2	2629158	2630819	no		DNA repair protein RecN	1062.8	05C4F	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4700021	CDS	3	2631210	2631533	no	ppnP	Pyrimidine/purine nucleoside phosphorylase	217.6	05NBK	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4700022	CDS	1	2631676	2632425	no	rlmB	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB	491.9	05C2N	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4700023	CDS	2	2632457	2633374	no		Permease of the drug/metabolite transporter (DMT) superfamily	580.9	05ITU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4700024	CDS	-2	2633388	2633987	no	coaE	dephospho-CoA kinase	374	08ZQD	H	Coenzyme transport and metabolism	METABOLISM
ICUT1P7001_v1_4700025	CDS	-2	2633994	2634854	no	tapD	Leader peptidase / N-methyltransferase	548.9	05EHH	N	Cell motility	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4700025	CDS	-2	2633994	2634854	no	tapD	Leader peptidase / N-methyltransferase	548.9	05EHH	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4700025	CDS	-2	2633994	2634854	no	tapD	Leader peptidase / N-methyltransferase	548.9	05EHH	U	"Intracellular trafficking, secretion, and vesicular transport"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4700026	CDS	-3	2634854	2636080	no	pilC	Type IV pilus assembly protein PilC	755.7	05D7Q	U	"Intracellular trafficking, secretion, and vesicular transport"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4700027	CDS	-3	2636111	2637823	no	pilB	Type IV pilus assembly ATPase PilB	1077.4	07QHF	U	"Intracellular trafficking, secretion, and vesicular transport"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4700028	CDS	2	2638103	2638894	no	tpiA	Triosephosphate isomerase	461.5	05CP7	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_4700029	CDS	3	2638908	2639237	no	secG	Protein-export membrane protein SecG	183	07I0V	U	"Intracellular trafficking, secretion, and vesicular transport"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4710001	CDS	1	2640109	2641077	no		Metallo-beta-lactamase domain protein	649	05C8F	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4710002	CDS	-3	2641187	2641864	no		conserved exported protein of unknown function	447.2	07Y60	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4710003	CDS	-1	2641861	2642238	no		putative lipoprotein	246.1	05Y0J	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4710004	CDS	-3	2642252	2642923	no		Curli production assembly/transport component CsgG	425.2	06B0W	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4710005	CDS	-3	2643035	2643658	no		L-lysine permease	391.7	08XVN	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_4710006	CDS	3	2644104	2645723	no		Oleate hydratase	1065.8	05CCI	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4710007	CDS	3	2646195	2646650	no		conserved protein of unknown function	282	05QIT	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4710009	CDS	2	2647607	2648155	no		"Transcriptional regulator, TetR family"	353.6	05Y4T	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4710010	CDS	1	2648173	2649822	no		MFS transporter	828.9	063Y4	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_4710011	CDS	3	2649855	2651015	no		"Auxiliary transport protein, membrane fusion protein (MFP) family protein"	713	05E3T	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4710012	CDS	2	2651078	2651947	no		1-aminocyclopropane-1-carboxylate deaminase/D-cysteine desulfhydrase	567	05K6H	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_4710013	CDS	3	2652012	2653211	no		putative oxidoreductase YhiN	780	05CBX	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4710016	CDS	-3	2653805	2655511	no		Conserved TM helix	1031.6	05K7F	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4710019	CDS	3	2657232	2658176	no	gltI	glutamate/aspartate ABC transporter periplasmic binding protein	619	07RP9	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_4710020	CDS	2	2658245	2658988	no	gltJ	glutamate/aspartate ABC transporter membrane subunit GltJ	476.1	05EAD	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_4710021	CDS	1	2658988	2659671	no	gltK	glutamate/aspartate ABC transporter membrane subunit GltK	416	05DRP	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_4710022	CDS	3	2659668	2660411	no	gltL	glutamate/aspartate ABC transporter ATP binding subunit	494.2	05CDA	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_4710023	CDS	-2	2660475	2661197	no	cah	Carbonic anhydrase	490	08UHE	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_4710024	CDS	3	2662044	2663231	no		Ammonium transporter	769.2	05BZU	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4710025	CDS	-1	2663302	2663994	no		"HAD hydrolase, family IA, variant 1"	462.2	07W28	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4710026	CDS	3	2664159	2664869	no		PAP2 family protein	488.8	05M9Z	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4710027	CDS	-1	2664859	2666175	no		Sensory histidine kinase QseC	842.8	05DHQ	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4710028	CDS	-2	2666178	2666858	no	qseB	DNA-binding transcriptional activator QseB	447.6	05XJC	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4710029	CDS	-2	2666862	2668520	no	eptA	phosphoethanolamine transferase EptA	1086.2	05DIJ	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4710031	CDS	-3	2668943	2670067	no		Gram-negative porin	713.8	081QG	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4720001	CDS	1	2670223	2670360	no		protein of unknown function	89.7	05DFU	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4720003	CDS	-3	2670908	2671192	no		N-acetyltransferase domain-containing protein	195.7	0830R	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4730001	CDS	3	2671470	2671883	no		Resolvase/invertase-type recombinase catalytic domain-containing protein	207.2	08C33	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4730003	CDS	2	2673179	2673793	no		Thiol:disulfide interchange protein	409.1	08Z33	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4730004	CDS	3	2673939	2674244	no		protein of unknown function	190.3	08M4E	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4760001	CDS	-3	2678141	2679154	no		putative RNA-directed DNA polymerase	501.5	04R6N	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4780001	CDS	-1	2680825	2680986	no		protein of unknown function	79	0AZ3N	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_4780002	CDS	-2	2680983	2681165	no		protein of unknown function	111.7	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4780003	CDS	-2	2681457	2681783	no		protein of unknown function	202.6	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4790001	CDS	2	2682635	2682928	no		protein of unknown function	134.4	0A817	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4800001	CDS	2	2683277	2684740	no		Phospholipase	977.6	05GVA	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4800002	CDS	-2	2684859	2685311	no		conserved protein of unknown function	320.5	0669C	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4820001	CDS	-1	2687167	2687715	no		protein of unknown function	84	05E8Z	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4820002	CDS	2	2687768	2688085	no		transposase	196.1	05MP0	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4820003	CDS	1	2688085	2688267	no		conserved protein of unknown function	126.3	COG2801	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4830001	CDS	-3	2689127	2689345	no		protein of unknown function	129.4	0B48Y	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4840001	CDS	-2	2689710	2690585	no	uppP	Undecaprenyl-diphosphatase	461.8	04S0I	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4850001	CDS	1	2691868	2692029	no		protein of unknown function	95.9	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4860001	CDS	-3	2692154	2692951	no		protein of unknown function	496.9	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4870001	CDS	-1	2693515	2693757	no		protein of unknown function	83.6	08Y9J	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4870002	CDS	3	2694387	2694761	no		Ribosomal subunit interface protein	251.5	05XSC	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4870004	CDS	3	2695458	2696228	no		Signal peptide protein	492.7	06ED9	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4870005	CDS	1	2696248	2698074	no		"Cytochrome c-type biogenesis protein DsbD, protein-disulfide reductase"	1164.8	05CSG	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4870006	CDS	1	2698093	2698731	no		"Glutathione S-transferase, N-terminal domain protein"	409.5	08S5X	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4870007	CDS	-2	2698728	2699960	no	ycdT	GGDEF (Diguanylate cyclase) domain-containing protein	394.8	05BZU	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4870008	CDS	1	2700187	2700753	no	azoR	FMN-dependent NADH-azoreductase	357.5	08V3G	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_4870009	CDS	-1	2700826	2701737	no	est	Esterase	585.1	090N0	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_4870010	CDS	3	2701893	2702330	no		conserved exported protein of unknown function	288.5	05P6R	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4870011	CDS	-1	2702380	2702730	no		Arsenate reductase	232.6	05KUZ	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_4870012	CDS	-3	2703182	2704000	no		Exodeoxyribonuclease III	582.4	05CGK	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4870013	CDS	2	2704040	2704690	no	pyrE	orotate phosphoribosyltransferase	414.1	07QP2	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_4870014	CDS	-2	2704740	2705588	no		ADA regulatory protein / Methylated-DNA--protein-cysteine methyltransferase	544.3	05K85	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4870016	CDS	-2	2706084	2706281	no		conserved protein of unknown function	139.4	05XFC	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4870017	CDS	-2	2706282	2706734	no		MarR family transcriptional regulator	281.6	05K56	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4870019	CDS	1	2706916	2707398	no	gpo	Glutathione peroxidase	324.7	08V06	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4870020	CDS	1	2707627	2708571	no	gshB	glutathione synthetase	631.7	05D7Z	H	Coenzyme transport and metabolism	METABOLISM
ICUT1P7001_v1_4870021	CDS	1	2709052	2710149	no	murG	N-acetylglucosaminyl transferase	708.4	05DVQ	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4870022	CDS	1	2710162	2711610	no	murC	UDP-N-acetylmuramate--L-alanine ligase	951	05DFU	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4870023	CDS	3	2711667	2712596	no	ddlB	D-alanine--D-alanine ligase B	608.2	05CPF	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4870024	CDS	3	2712597	2713451	no	ftsQ	Cell division protein FtsQ	555.8	05K7E	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4870025	CDS	3	2713518	2714780	no	ftsA	Cell division protein FtsA	813.5	05CIT	D	"Cell cycle control, cell division, chromosome partitioning"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4870026	CDS	1	2714944	2716140	no	ftsZ	cell division protein FtsZ	760	05CDK	D	"Cell cycle control, cell division, chromosome partitioning"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4870027	CDS	1	2716264	2717166	no	lpxC	UDP-3-O-acyl-N-acetylglucosamine deacetylase	595.5	05C7C	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4870029	CDS	2	2717813	2718496	no		M23 family metallopeptidase	437.2	05DR5	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4870030	CDS	3	2718774	2721476	no	aceE	pyruvate dehydrogenase E1 component	1822	05DAQ	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_4870031	CDS	2	2721479	2723449	no	aceF	"pyruvate dehydrogenase, E2 subunit"	1047	07QSN	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_4870032	CDS	3	2723814	2724389	no	mneA	Putative manganese exporter	358.2	08U3U	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4870033	CDS	1	2724571	2725368	no		Beta-lactamase	555.1	07YJH	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_4870034	CDS	2	2725463	2725828	no		Putative ferredoxin	254.6	05PI0	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4870035	CDS	1	2726053	2727519	no	guaB	inosine 5'-monophosphate dehydrogenase	933.3	05CP4	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_4870036	CDS	3	2727642	2728973	no	glmM	phosphoglucosamine mutase	839.7	07QJF	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_4870037	CDS	2	2728988	2729644	no	pdxH	Pyridoxine/pyridoxamine 5'-phosphate oxidase	440.7	08S7T	H	Coenzyme transport and metabolism	METABOLISM
ICUT1P7001_v1_4870038	CDS	2	2729645	2731351	no	recJ	Single-stranded-DNA-specific exonuclease RecJ	1103.6	05C2R	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4870039	CDS	-2	2731398	2732153	no		Omp25	335.5	0625H	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4870040	CDS	-3	2732321	2733103	no		Omp25	474.6	0625H	S	Function unknown	POORLY CHARACTERIZED
