COGs IDS	COG_Ids	func	name
COG3012	COG3012	S	Uncharacterized conserved protein YchJ, contains N- and C-terminal SEC-C domains
COG3013	COG3013	S	Uncharacterized protein YfbU, UPF0304 family
COG3015	COG3015	M	Uncharacterized lipoprotein NlpE involved in copper resistance
COG3016	COG3016	S	Uncharacterized iron-regulated protein
COG3017	COG3017	M	Outer membrane lipoprotein LolB, involved in outer membrane biogenesis
COG3019	COG3019	S	Uncharacterized conserved protein
COG3021	COG3021	R	Uncharacterized conserved protein YafD, endonuclease/exonuclease/phosphatase (EEP) superfamily
COG3022	COG3022	P	Cytoplasmic iron level regulating protein YaaA, DUF328/UPF0246 family
COG3023	COG3023	M	N-acetyl-anhydromuramyl-L-alanine amidase AmpD
COG3024	COG3024	L	Endogenous inhibitor of DNA gyrase, YacG/DUF329 family
COG3025	COG3025	P	Inorganic triphosphatase YgiF, contains CYTH and CHAD domains
COG3026	COG3026	T	Negative regulator of sigma E activity
COG3027	COG3027	D	Cell division protein ZapA, inhibits GTPase activity of FtsZ
COG3028	COG3028	J	Ribosomal 50S subunit-associated protein YjgA (function unknown), DUF615 family
COG3030	COG3030	R	Protein affecting phage T7 exclusion by the F plasmid, UPF0716 family
COG3031	COG3031	U	Type II secretory pathway, component PulC
COG3033	COG3033	E	Tryptophanase
COG3034	COG3034	M	Murein L,D-transpeptidase YafK
COG3036	COG3036	J	Stalled ribosome alternative rescue factor ArfA
COG3037	COG3037	G	Ascorbate-specific PTS system EIIC-type component UlaA
COG3038	COG3038	C	Cytochrome b561
COG3039	COG3039	X	Transposase and inactivated derivatives, IS5 family
COG3040	COG3040	M	Bacterial lipocalin
COG3041	COG3041	J	mRNA-degrading endonuclease (mRNA interferase) YafQ, toxin component of the YafQ-DinJ toxin-antitoxin module
COG3042	COG3042	R	Putative hemolysin
COG3043	COG3043	C	Nitrate reductase cytochrome c-type subunit
COG3044	COG3044	R	Predicted ATPase of the ABC class
COG3045	COG3045	T	Periplasmic catabolite regulation protein CreA (function unknown)
COG3046	COG3046	R	Uncharacterized protein related to deoxyribodipyrimidine photolyase
COG3047	COG3047	M	Outer membrane protein W
COG3048	COG3048	E	D-serine dehydratase
COG3049	COG3049	M	Penicillin V acylase or related amidase, Ntn superfamily
COG3056	COG3056	S	Uncharacterized lipoprotein YajG
COG3057	COG3057	L	Negative regulator of replication initiation
COG3058	COG3058	C	Formate dehydrogenase maturation protein FdhE
COG3059	COG3059	S	Uncharacterized membrane protein YkgB
COG3060	COG3060	K	Transcriptional regulator of met regulon
COG3062	COG3062	O	Cytoplasmic chaperone NapD for the signal peptide of periplasmic nitrate reductase NapAB
COG3063	COG3063	N	Tfp pilus assembly protein PilF
COG3064	COG3064	M	Membrane protein involved in colicin uptake
COG3065	COG3065	M	Starvation-inducible outer membrane lipoprotein
COG3066	COG3066	L	DNA mismatch repair protein MutH
COG3067	COG3067	C	Na+/H+ antiporter NhaB
COG3068	COG3068	S	Uncharacterized protein YjaG, DUF416 family
COG3069	COG3069	C	C4-dicarboxylate transporter
COG3070	COG3070	K	Transcriptional regulator of competence genes, TfoX/Sxy family
COG3071	COG3071	S	Uncharacterized conserved protein HemY, contains two TPR repeats
COG3072	COG3072	F	Adenylate cyclase
COG3073	COG3073	T	Negative regulator of sigma E activity
COG3074	COG3074	D	Cell division protein ZapB, interacts with FtsZ
COG3075	COG3075	E	Anaerobic glycerol-3-phosphate dehydrogenase
COG3076	COG3076	J	Regulator of RNase E activity RraB
COG3077	COG3077	V	Antitoxin component of the RelBE or YafQ-DinJ toxin-antitoxin module
COG3078	COG3078	J	Ribosome assembly protein YihI, activator of Der GTPase
COG3079	COG3079	S	Uncharacterized conserved protein YgfB, UPF0149 family
COG3081	COG3081	S	Nucleoid-associated protein YejK (function unknown)
COG3082	COG3082	S	Uncharacterized conserved protein YejL, UPF0352 family
COG3083	COG3083	M	Membrane-anchored periplasmic protein YejM, alkaline phosphatase superfamily
COG3085	COG3085	S	Uncharacterized conserved protein YifE, UPF0438 family
COG3086	COG3086	T	Positive regulator of sigma E activity
COG3087	COG3087	D	Cell division protein FtsN
COG3088	COG3088	C	Cytochrome c-type biogenesis protein CcmH/NrfF
COG3089	COG3089	S	Uncharacterized conserved protein YheU, UPF0270 family
COG3090	COG3090	G	TRAP-type C4-dicarboxylate transport system, small permease component
COG3091	COG3091	R	Predicted Zn-dependent metalloprotease, SprT family
COG3092	COG3092	S	Uncharacterized membrane protein YfbV, UPF0208 family
COG3093	COG3093	V	Plasmid maintenance system antidote protein VapI, contains XRE-type HTH domain
COG3094	COG3094	S	Uncharacterized membrane protein SirB2
COG3095	COG3095	D	Chromosome condensin MukBEF, MukE localization factor
COG3096	COG3096	D	Chromosome condensin MukBEF, ATPase and DNA-binding subunit MukB [Escherichia coli str. K-12 substr. MG1655
COG3097	COG3097	S	Uncharacterized protein YqfB, UPF0267 family
COG3098	COG3098	S	Uncharacterized conserved protein YqcC, DUF446 family
COG3100	COG3100	S	Uncharacterized conserved protein YcgL, UPF0745 family
COG3101	COG3101	J	Elongation factor P hydroxylase (EF-P beta-lysylation pathway)
COG3102	COG3102	R	Uncharacterized conserved protein YecM, predicted metalloenzyme
COG3103	COG3103	R	Uncharacterized conserved protein YgiM, contains N-terminal SH3 domain, DUF1202 family
COG3104	COG3104	E	Dipeptide/tripeptide permease
COG3105	COG3105	S	Uncharacterized membrane-anchored protein YhcB, DUF1043 family
COG3106	COG3106	R	Predicted ATPase, YcjX-like family
COG3107	COG3107	M	Outer membrane lipoprotein LpoA, binds and activates PBP1a
COG3108	COG3108	S	Uncharacterized conserved protein YcbK, DUF882 family
COG3109	COG3109	T	sRNA-binding protein
COG3110	COG3110	S	Uncharacterized conserved protein YccT, UPF0319 family
COG3111	COG3111	S	Predicted periplasmic protein YdeI with OB-fold, BOF family
COG3112	COG3112	S	Uncharacterized protein YacL, UPF0231 family
COG3113	COG3113	M	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, MlaB component, contains STAS domain
COG3114	COG3114	U	Heme exporter protein D
COG3115	COG3115	D	Cell division protein ZipA, interacts with FtsZ
COG3116	COG3116	D	Cell division protein FtsL, interacts with FtsB, FtsL and FtsQ
COG3117	COG3117	M	Lipopolysaccharide export system protein LptC
COG3118	COG3118	O	Negative regulator of GroEL, contains thioredoxin-like and TPR-like domains
COG3119	COG3119	P	Arylsulfatase A or related enzyme
COG3121	COG3121	W	P pilus assembly protein, chaperone PapD
COG3122	COG3122	S	Uncharacterized conserved protein YaiL, DUF2058 family
COG3123	COG3123	S	Uncharacterized conserved protein YaiE, UPF0345 family
COG3124	COG3124	I	Acyl carrier protein phosphodiesterase
COG3125	COG3125	C	Heme/copper-type cytochrome/quinol oxidase, subunit 4
COG3126	COG3126	S	Uncharacterized lipoprotein YbaY
COG3127	COG3127	Q	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component
COG3128	COG3128	R	Predicted 2-oxoglutarate- and Fe(II)-dependent dioxygenase YbiX
COG3129	COG3129	J	23S rRNA A1618 N6-methylase RlmF
COG3130	COG3130	J	Ribosome modulation factor
COG3131	COG3131	M	Periplasmic glucans biosynthesis protein
COG3132	COG3132	S	Uncharacterized conserved protein YceH, UPF0502 family
COG3133	COG3133	M	Outer membrane lipoprotein SlyB
COG3134	COG3134	S	Uncharacterized conserved protein YcfJ, contains glycine zipper 2TM domain
COG3135	COG3135	Q	Predicted benzoate:H+ symporter BenE
COG3136	COG3136	S	Uncharacterized membrane protein, GlpM family
COG3137	COG3137	M	Putative salt-induced outer membrane protein YdiY
COG3138	COG3138	E	Arginine/ornithine N-succinyltransferase beta subunit
COG3139	COG3139	S	Uncharacterized conserved protein YeaC, DUF1315 family
COG3141	COG3141	L	dsDNA-binding SOS-regulon protein, induction by DNA damage requires cAMP
COG3142	COG3142	P	Copper homeostasis protein CutC
COG3143	COG3143	N	Chemotaxis regulator CheZ, phosphatase of CheY~P
COG3144	COG3144	N	Flagellar hook-length control protein FliK
COG3145	COG3145	L	Alkylated DNA repair dioxygenase AlkB
COG3146	COG3146	R	Predicted N-acyltransferase
COG3147	COG3147	D	Cell division protein DedD (periplasmic protein involved in septation)
COG3148	COG3148	S	Uncharacterized conserved protein YfiP, DTW domain
COG3149	COG3149	U	Type II secretory pathway, component PulM
COG3150	COG3150	R	Predicted esterase YcpF, UPF0227 family
COG3151	COG3151	S	Uncharacterized protein YqiB, DUF1249 family
COG3152	COG3152	S	Uncharacterized membrane protein YhaH, DUF805 family
COG3153	COG3153	R	Predicted N-acetyltransferase YhbS
COG3154	COG3154	I	Predicted lipid carrier protein YhbT, SCP2 domain
COG3155	COG3155	Q	Enhancing lycopene biosynthesis protein 2
COG3156	COG3156	U	Type II secretory pathway, component PulK
COG3157	COG3157	U	Type VI protein secretion system component Hcp (secreted cytotoxin)
COG3158	COG3158	P	K+ transporter
COG3159	COG3159	S	Uncharacterized conserved protein YigA, DUF484 family
COG3160	COG3160	K	Regulator of sigma D
COG3161	COG3161	H	4-hydroxybenzoate synthetase (chorismate-pyruvate lyase)
COG3162	COG3162	S	Uncharacterized membrane protein, DUF485 family
COG3164	COG3164	S	Uncharacterized conserved protein YhdP, contains DUF3971 and AsmA2 domains
COG3165	COG3165	H	Ubiquinone biosynthesis protein UbiJ, contains SCP2 domain
COG3166	COG3166	N	Tfp pilus assembly protein PilN
COG3167	COG3167	N	Tfp pilus assembly protein PilO
COG3168	COG3168	N	Tfp pilus assembly protein PilP
COG3169	COG3169	S	Uncharacterized conserved protein, DUF486 family
COG3170	COG3170	N	Tfp pilus assembly protein FimV
COG3171	COG3171	S	Uncharacterized conserved protein YggL, DUF469 family
COG3172	COG3172	H	Nicotinamide riboside kinase
COG3173	COG3173	R	Predicted  kinase, aminoglycoside phosphotransferase (APT) family
COG3174	COG3174	S	Uncharacterized membrane protein, DUF4010 family
COG3175	COG3175	C	Cytochrome c oxidase assembly protein Cox11
COG3176	COG3176N	N	NA
COG3177	COG3177	K	Fic family protein
COG3178	COG3178	R	Predicted phosphotransferase, aminoglycoside/choline kinase (APH/ChoK) family
COG3179	COG3179	R	Predicted chitinase
COG3180	COG3180	R	Uncharacterized membrane protein AbrB, regulator of aidB expression
COG3181	COG3181	C	Tripartite-type tricarboxylate transporter, receptor component TctC
COG3182	COG3182	S	Uncharacterized iron-regulated membrane protein
COG3184	COG3184	S	Uncharacterized protein
COG3185	COG3185	E	4-hydroxyphenylpyruvate dioxygenase and related hemolysins
COG3186	COG3186	E	Phenylalanine-4-hydroxylase
COG3187	COG3187	O	Heat shock protein HslJ
COG3188	COG3188	N	Outer membrane usher protein FimD/PapC
COG3189	COG3189	S	Uncharacterized conserved protein YeaO, DUF488 family
COG3190	COG3190	N	Flagellar biogenesis protein FliO
COG3191	COG3191	E	L-aminopeptidase/D-esterase
COG3193	COG3193	S	Uncharacterized conserved protein GlcG, DUF336 family
COG3194	COG3194	F	Ureidoglycolate hydrolase (allantoin degradation)
COG3195	COG3195	F	2-oxo-4-hydroxy-4-carboxy--5-ureidoimidazoline (OHCU) decarboxylase
COG3197	COG3197	P	Uncharacterized protein, possibly involved in nitrogen fixation
COG3198	COG3198	S	Uncharacterized protein
COG3199	COG3199	F	Predicted polyphosphate- or ATP-dependent NAD kinase
COG3200	COG3200	E	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase, class II
COG3201	COG3201	H	Nicotinamide riboside transporter PnuC
COG3202	COG3202	C	ATP/ADP translocase
COG3203	COG3203	M	Outer membrane protein (porin)
COG3204	COG3204	S	Uncharacterized protein YjiK
COG3205	COG3205	S	Uncharacterized membrane protein
COG3206	COG3206	M	Uncharacterized protein involved in exopolysaccharide biosynthesis
COG3207	COG3207	Q	Pyoverdine/dityrosine biosynthesis protein Dit1
COG3208	COG3208	Q	Surfactin synthase thioesterase subunit
COG3209	COG3209	R	Uncharacterized conserved protein RhaS, contains 28 RHS repeats
COG3210	COG3210	U	Large exoprotein involved in heme utilization or adhesion
COG3211	COG3211	R	Secreted phosphatase, PhoX family
COG3212	COG3212	S	Uncharacterized membrane protein YkoI
COG3213	COG3213	V	Uncharacterized protein involved in response to NO
COG3214	COG3214	R	Uncharacterized conserved protein YcaQ, contains winged helix DNA-binding domain
COG3215	COG3215	N	Tfp pilus assembly protein PilZ
COG3216	COG3216N	N	NA
COG3217	COG3217	R	Uncharacterized conserved protein YcbX, contains MOSC and Fe-S domains
COG3218	COG3218	R	ABC-type uncharacterized transport system, auxiliary component
COG3219	COG3219	S	Uncharacterized protein
COG3220	COG3220	S	Uncharacterized conserved protein, UPF0276 family
COG3221	COG3221	P	ABC-type phosphate/phosphonate transport system, periplasmic component
COG3223	COG3223	R	Phosphate starvation-inducible membrane PsiE (function unknown)
COG3224	COG3224	R	Antibiotic biosynthesis monooxygenase (ABM) superfamily enzyme
COG3225	COG3225	N	ABC-type uncharacterized transport system involved in gliding motility, auxiliary component
COG3226	COG3226	K	DNA-binding transcriptional regulator YbjK
COG3227	COG3227	O	Zn-dependent metalloprotease
COG3228	COG3228	T	Mlc titration factor MtfA, regulates ptsG expression
COG3230	COG3230	P	Heme oxygenase
COG3232	COG3232	E	5-carboxymethyl-2-hydroxymuconate isomerase
COG3233	COG3233	R	Predicted deacetylase
COG3235	COG3235	S	Uncharacterized membrane protein
COG3236	COG3236	O	Predicted NAD-dependent protein-ADP-ribosyltransferase YbiA, DUF1768 family
COG3237	COG3237	S	Uncharacterized conserved protein YjbJ, UPF0337 family
COG3238	COG3238	S	Uncharacterized membrane protein YdcZ, DUF606 family
COG3239	COG3239	I	Fatty acid desaturase
COG3240	COG3240	I	Phospholipase/lecithinase/hemolysin
COG3241	COG3241	C	Azurin
COG3242	COG3242N	N	NA
COG3243	COG3243	I	Poly(3-hydroxyalkanoate) synthetase
COG3245	COG3245	C	Cytochrome c5
COG3246	COG3246	S	Uncharacterized conserved protein, DUF849 family
COG3247	COG3247	S	Uncharacterized membrane protein HdeD, DUF308 family
COG3248	COG3248	M	Nucleoside-specific outer membrane channel protein Tsx
COG3249	COG3249	S	Uncharacterized protein
COG3250	COG3250	G	Beta-galactosidase/beta-glucuronidase
COG3251	COG3251	S	Uncharacterized conserved protein YbdZ, MbtH family
COG3253	COG3253	P	Chlorite dismutase
COG3254	COG3254	M	L-rhamnose mutarotase
COG3255	COG3255	I	Putative sterol carrier protein
COG3256	COG3256	P	Nitric oxide reductase large subunit
COG3257	COG3257	S	Uncharacterized protein, possibly involved in glyoxylate utilization
COG3258	COG3258	C	Cytochrome c
COG3263	COG3263	C	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains
COG3264	COG3264	M	Small-conductance mechanosensitive channel
COG3265	COG3265	G	Gluconate kinase
COG3266	COG3266	D	Cell division protein DamX, binds to the septal ring, contains C-terminal SPOR domain
COG3267	COG3267	U	Type II secretory pathway, component ExeA (predicted ATPase)
COG3268	COG3268	S	Uncharacterized conserved protein, related to short-chain dehydrogenases
COG3270	COG3270	J	Ribosome biogenesis protein, NOL1/NOP2/fmu family
COG3271	COG3271	R	Predicted double-glycine peptidase
COG3275	COG3275	T	Sensor histidine kinase, LytS/YehU family
COG3276	COG3276	J	Selenocysteine-specific translation elongation factor
COG3278	COG3278	C	Cbb3-type cytochrome oxidase, subunit 1
COG3279	COG3279	K	DNA-binding response regulator, LytR/AlgR family
COG3280	COG3280	G	Maltooligosyltrehalose synthase
COG3281	COG3281	G	Predicted trehalose synthase
COG3283	COG3283	K	Transcriptional regulator of aromatic amino acids metabolism
COG3284	COG3284	K	Transcriptional regulator of acetoin/glycerol metabolism
COG3285	COG3285	L	Eukaryotic-type DNA primase
COG3287	COG3287	S	Uncharacterized conserved protein, contains FIST_N domain
COG3288	COG3288	C	NAD/NADP transhydrogenase alpha subunit
COG3291	COG3291	S	PKD repeat
COG3292	COG3292	T	Periplasmic ligand-binding sensor domain
COG3293	COG3293	X	Transposase
COG3295	COG3295	S	Uncharacterized protein
COG3296	COG3296	S	Uncharacterized conserved protein, Tic20 family
COG3297	COG3297	U	Type II secretory pathway, component PulL
COG3299	COG3299	X	Uncharacterized phage protein gp47/JayE
COG3301	COG3301	P	Formate-dependent nitrite reductase, membrane component NrfD
COG3302	COG3302	C	DMSO reductase anchor subunit
COG3303	COG3303	P	Formate-dependent nitrite reductase, periplasmic cytochrome c552 subunit
COG3305	COG3305	S	Uncharacterized membrane protein, DUF2068 family
COG3306	COG3306	M	Glycosyltransferase involved in LPS biosynthesis, GR25 family
COG3307	COG3307	M	O-antigen ligase
COG3308	COG3308	S	Uncharacterized membrane protein
COG3310	COG3310	S	Uncharacterized protein
COG3311	COG3311	K	Predicted DNA-binding transcriptional regulator AlpA
COG3312	COG3312N	N	NA
COG3313	COG3313N	N	NA
COG3314	COG3314N	N	NA
COG3315	COG3315N	N	NA
COG3316	COG3316N	N	NA
COG3317	COG3317N	N	NA
COG3318	COG3318N	N	NA
COG3321	COG3321	Q	Acyl transferase domain in polyketide synthase (PKS) enzymes
COG3323	COG3323	S	Uncharacterized protein
COG3324	COG3324	R	Predicted enzyme related to lactoylglutathione lyase
COG3325	COG3325	G	Chitinase, GH18 family
COG3326	COG3326	S	Uncharacterized membrane protein YsdA, DUF1294 family
COG3327	COG3327	K	DNA-binding transcriptional regulator PaaX (phenylacetic acid degradation)
COG3328	COG3328	X	Transposase (or an inactivated derivative)
